_start,timestamp,username,source,osm_id,Name of Facility,House Number,Street,Post Code,City,Country,Phone Number,Operator Type,Facility Operator Name,Facility Location,_Facility Location_latitude,_Facility Location_longitude,_Facility Location_altitude,_Facility Location_precision,Operational Status,When is the facility open?,Which days is this facility open?,Which days is this facility open?/Monday,Which days is this facility open?/Tuesday,Which days is this facility open?/Wednesday,Which days is this facility open?/Thursday,Which days is this facility open?/Friday,Which days is this facility open?/Saturday,Which days is this facility open?/Sunday,Which days is this facility open?/Public Holidays,Enter open hours for each day:,Monday open hours,Tuesday open hours,Wednesday open hours,Thursday open hours,Friday open hours,Saturday open hours,Sunday open hours,Public Holiday open hours,_select_hours,Enter weekday hours,OSM 'opening_hours',opening_hours,Verify the open hours are correct or go back and fix:,Facility Category,Available Services,Available Services/Doctor,Available Services/Pharmacy,Available Services/Hospital,Available Services/Clinic,Available Services/Dentist,Available Services/Physiotherapy,Available Services/Alternative,Available Services/Laboratory,Available Services/Optometry/Ophtalmology,Available Services/Rehabilitation,Available Services/Blood donation,Available Services/Birthing center,Specialities,Specialities/xx,Speciality medical equipment available,Speciality medical equipment available/Ultrasound,Speciality medical equipment available/MRI,Speciality medical equipment available/X-Ray,Speciality medical equipment available/Dialysis,Speciality medical equipment available/Operating Theater,Speciality medical equipment available/Laboratory,Speciality medical equipment available/Imaging Equipment,Speciality medical equipment available/Intensive Care Unit,Speciality medical equipment available/Emergency Department,Does this facility provide Emergency Services?,Does the pharmacy dispense prescription medication?,Number of Beds,Number of Doctors,Number of Nurses,Types of insurance accepted?,Types of insurance accepted?/Public,Types of insurance accepted?/Private,Types of insurance accepted?/None,Types of insurance accepted?/Unknown,Is this facility wheelchair accessible?,What is the source of water for this facility?,What is the source of power for this facility?,URL for this location (if available),In which health are is the facility located?,In which health zone is the facility located?,__version__,_id,_uuid,_submission_time,_validation_status,_index
2020-08-06T12:15:46.832-00:00,2020-08-06T12:18:12.849-00:00,username not found,HS-Gather-2019-Senegal,86ec740d-1812-42c6-9e89-ed5720a5fca2,District sanitaire de Khombole,,,,,,,,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,14.760766 -16.683435 0 0,14.760766,-16.683435,0,0,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Laboratory Birthing center,1,1,0,0,0,0,0,1,0,0,0,1,,,Ultrasound MRI Dialysis Operating Theater Laboratory Imaging Equipment Intensive Care Unit,1,1,0,1,1,1,1,1,0,,,,,,Public,1,0,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62622213,d51a5b1a-3f9d-40cd-b9aa-eae641b43ce5,2020-08-06T12:18:25,,57
2020-08-06T11:38:11.889-00:00,2020-08-06T14:26:48.915-00:00,username not found,HS-Gather-2019-Senegal,4d425a62-866b-4643-94b2-cf52d24f3ed8,EPS (Etablissement Publique de Santé) niveau 1 de Kaffrine,339461004,Quartier Escale Kaffrine,26 Kaffrine,Kaffrine,Sénégal,,Public,Ministère de la santé,14.098949 -15.556889 0 0,14.098949,-15.556889,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Hospital Dentist Laboratory Optometry/Ophtalmology Rehabilitation Blood donation Birthing center,1,1,1,0,1,0,0,1,1,1,1,1,,,Ultrasound Operating Theater Laboratory Imaging Equipment Intensive Care Unit Emergency Department,1,0,0,0,1,1,1,1,1,Yes,,71,10,63,Public Private,1,1,0,0,Yes,Powered pump,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62623934,2b2695c4-7b5d-46d9-b619-35f380f558bb,2020-08-06T12:36:31,,58
2020-08-06T14:53:44.301-00:00,2020-08-06T14:59:55.801-00:00,username not found,HS-Gather-2019-Senegal,5146c653-46d1-4452-b3b9-049774a3317e,Thiabedji,,,,,,,,Ministère de la santé et de l'action sociale,12.634008 -12.414954 0 1700,12.634008,-12.414954,0,1700,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,None,0,0,1,0,,,,,,,vhREqQbVASG9GM2ppszLcE,62642520,902d13c8-ab66-4039-a4ca-5c0e8bf558b6,2020-08-06T15:00:08,,59
2020-08-06T14:36:46.104-00:00,2020-08-06T15:03:34.329-00:00,username not found,HS-Gather-2019-Senegal,b27b6123-d383-4834-aef2-f47f841af37f,Poste de Santé de Thiabédji,33 985 10 04,Bandafassi-Thiabédji,,Kédougou,SENEGAL,773025924,Public,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,12.63424 -12.416249 0 0,12.63424,-12.416249,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,No,,3,0,1,None,0,0,1,0,No,Groundwater,Solar,,,,vhREqQbVASG9GM2ppszLcE,62643060,a8a377a3-1efe-4bd2-b193-48032871ad93,2020-08-06T15:03:44,,60
2020-08-07T10:53:56.695-00:00,2020-08-07T11:59:04.359-00:00,username not found,HS-Gather-2019-Senegal,29ecfa51-9d3e-44a7-9deb-6eef4ef1ac6c,Poste de santé de Bagadadji,,Bagadadji,,Bagadadji,Sénégal,,Public,État du Sénégal,12.85141 -14.65267 30 7,12.85141,-14.65267,30,7,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,Emergency Department,0,0,0,0,0,0,0,0,1,Yes,,10,0,2,Public,1,0,0,0,Yes,Powered pump,Solar,,,,vhREqQbVASG9GM2ppszLcE,62737849,ce7a2204-cb29-472b-9755-f714e057c3bb,2020-08-07T11:59:18,,61
2020-08-07T13:05:04.487-00:00,2020-08-07T13:18:14.852-00:00,username not found,HS-Gather-2019-Senegal,0ce87404-25dd-473f-99e7-a5bed1b773de,Hôpital national des enfants Albert Royer,,A côté université Cheikh Anta Diop,,Dakar,Sénégal,338594747,Public,Directrice,16.026372 -16.486145 38.69999694824219 20,16.026372,-16.486145,38.69999694824219,20,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Hospital Dentist Laboratory Optometry/Ophtalmology Rehabilitation,1,1,1,0,1,0,0,1,1,1,0,0,,,Ultrasound X-Ray Operating Theater Laboratory Imaging Equipment Intensive Care Unit Emergency Department,1,0,1,0,1,1,1,1,1,Yes,,,,,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62748855,d174af19-e63c-4fcc-9e03-b5b3f2bbae11,2020-08-07T13:18:28,,62
2020-08-07T13:18:15.077-00:00,2020-08-07T13:22:44.461-00:00,username not found,HS-Gather-2019-Senegal,27f24691-4200-4c12-8eda-e4a631f70a06,Hôpital régional de Louga,,,,Louga,Sénégal,339671024,Public,Docteur Diabaté,16.026372 -16.486145 38.69999694824219 20,16.026372,-16.486145,38.69999694824219,20,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Hospital Dentist Laboratory Optometry/Ophtalmology Rehabilitation Blood donation Birthing center,1,1,1,0,1,0,0,1,1,1,1,1,,,Ultrasound MRI X-Ray Dialysis Operating Theater Laboratory Imaging Equipment Emergency Department,1,1,1,1,1,1,1,0,1,Yes,,,,,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62749397,92946b3b-a579-4efe-91d9-ace465a3d233,2020-08-07T13:23:00,,63
2020-08-07T13:19:19.942-00:00,2020-08-07T13:31:15.114-00:00,username not found,HS-Gather-2019-Senegal,3c31c3e7-bba9-4b26-a4d0-3932791d79e5,Poste santé medina baffe,,,,,,,,Abdou camara,12.512638 -11.555657 0 4004,12.512638,-11.555657,0,4004,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Public,1,0,0,0,Yes,,,,,,vhREqQbVASG9GM2ppszLcE,62750327,b5b35d2d-4b7f-4bc7-8c0f-8106c2b66ffd,2020-08-07T13:31:29,,64
2020-08-07T13:29:38.113-00:00,2020-08-07T13:58:41.608-00:00,username not found,HS-Gather-2019-Senegal,dc877b72-e188-47ef-821b-4d7bd86683d5,Poste de santé de Darou Rakhmane,,GUEDIAWAYE-Darou Rakhmane,,DAKAR,SENEGAL,,Public,MINISTERE DE LA SANTE ET DE L'ACTION,14.784525 -17.375768 0 0,14.784525,-17.375768,0,0,Operational,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday Saturday,1,1,1,1,1,1,0,0,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,,Mo 08:00-17:00; Tu 08:00-17:00; We 08:00-17:00; Th 08:00-17:00; Fr 08:00-17:00; Sa 08:00-17:00; Su off; PH off,,,Mo 08:00-17:00; Tu 08:00-17:00; We 08:00-17:00; Th 08:00-17:00; Fr 08:00-17:00; Sa 08:00-17:00; Su off; PH off,,Doctors,Doctor Pharmacy Laboratory,1,1,0,0,0,0,0,1,0,0,0,0,,,Laboratory,0,0,0,0,0,1,0,0,0,Yes,,6,0,2,None,0,0,1,0,,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62753312,cb63bbd1-8092-4cd4-bb78-278f4f648c4b,2020-08-07T13:58:49,,65
2020-08-10T17:27:53.234-00:00,2020-08-10T17:28:56.725-00:00,username not found,HS-Gather-2019-Senegal,4ef03bd4-2c8f-4df4-bc39-fbeaf51eec9d,Poste de santé silmang,,,,,,,,Djiby mbodji,14.76871 -16.916577 105.0999984741211 21.632999420166016,14.76871,-16.916577,105.0999984741211,21.632999420166016,,Only open on weekdays with the same hours every day.,,,,,,,,,,,,,,,,,,,,9:00-18:00,,Mo-Fr 9:00-18:00; PH off,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,Public Private,1,1,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,63041529,94079fea-b7ba-4a89-865a-6725f13f46fa,2020-08-10T17:29:09,,66
2020-08-09T13:28:19.929-00:00,2020-08-09T13:46:10.500-00:00,username not found,HS-Gather-2019-Senegal,001b07d0-0fdf-4ff0-9f46-dc36417bc442,Centre de santé de Grand Dakar,,,,Dakar,Sénégal,338253253,Public,Niveau 2,14.705673 -17.454105 -18.1 16.899999618530273,14.705673,-17.454105,-18.1,16.899999618530273,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Yes,,15,10,,Unknown,0,0,0,1,Yes,Groundwater,Power grid,,,,vhREqQbVASG9GM2ppszLcE,62921003,c62c611b-62a1-4a45-a22a-d0d147a4897f,2020-08-09T13:46:29,,67
2020-08-06T10:57:26.420-00:00,2020-08-10T13:12:22.269-00:00,username not found,HS-Gather-2019-Senegal,9cf57057-175a-41a0-b6d8-6cb82ffa9b72,Dispensaire ophtalmologique de Bopp,+221338642313,"Centre Amadou Malick Gaye, Rue G, X Avenue Cheikh Ahmadou Bamba au quartier Bopp",5070,Dakar,Sénégal,+221338253977,NGO,ONG Sénégalise: Union pour la Solidarité et l'Entraide (USE),14.702099 -17.4478 0 0,14.702099,-17.4478,0,0,Operational,Only open on weekdays with the same hours every day.,,,,,,,,,,,,,,,,,,,,8:00-13:00,,Mo-Fr 8:00-13:00; PH off,,Doctors,Laboratory Optometry/Ophtalmology,0,0,0,0,0,0,0,1,1,0,0,0,,,Operating Theater Laboratory Imaging Equipment,0,0,0,0,1,1,1,0,0,No,,,,,Public,1,0,0,0,Limited,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63011656,1ca1a91b-ccee-4b05-9c7a-9b81bb2deeaf,2020-08-10T13:12:47,,68
2020-08-07T22:10:05.583+01:00,2020-08-11T12:06:48.621-00:00,username not found,HS-Gather-2019-Senegal,9daad437-340c-43bc-87cc-5d5a146ccdcc,DPC / FATICK,,POste de santé  IMMACULEE  Fatick,BP 44,FATICK,SENEGAL,,Religious,SR Marie Yvonne Mbengue,14.340417 -16.418138 0 0,14.340417,-16.418138,0,0,Operational,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday,1,1,1,1,1,0,0,0,"09:00-18:30
08:00-11:00,12:30-15:00
sunrise-sunset
 heure d 'ouverture 8h",8H,8H,8H,8H,8H,,,,Mo 8H; Tu 8H; We 8H; Th 8H; Fr 8H; Sa off; Su off; PH off,,,Mo 8H; Tu 8H; We 8H; Th 8H; Fr 8H; Sa off; Su off; PH off,,Doctors,Doctor,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Yes,,4,,4,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63019982,9c8e0448-48a0-454f-ba1a-3e228bed7e68,2020-08-10T14:20:44,,69
2020-08-06T15:03:34.733-00:00,2020-08-10T15:55:59.560-00:00,username not found,HS-Gather-2019-Senegal,0c950c8c-7780-4a43-ab87-b46408820775,District Sanitaire de Wakhinane Nimzatte II,,"Sénégal, Guédiawaye, Wakhinane Nimzatte II",,GUEDIAWAYE,SENEGAL,,Public,MINISTERE DE LA SANTE ET DE L'ACTION SOCIALE,14.776018 -17.371734 0 0,14.776018,-17.371734,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Dentist Laboratory Birthing center,1,1,0,0,1,0,0,1,0,0,0,1,,,Laboratory,0,0,0,0,0,1,0,0,0,No,,,9,1,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63029990,1874335f-52e2-433e-8b89-5a6938b7820d,2020-08-10T15:56:12,,70
2020-08-06T11:49:18.846-00:00,2020-08-10T15:58:38.435-00:00,username not found,HS-Gather-2019-Senegal,d8d8df0d-2d13-476f-b23e-69c31578a5af,Hopitale Régionale de Ndioum,33 965 31 44,NDIOUM,,PODOR-NDIOUM,SENEGAL,,Public,MINISTÈRE DE LA SANTE ET DE L'ACTION SOCIALE,16.508881 -14.653949 0 0,16.508881,-14.653949,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Laboratory Birthing center,1,1,0,0,0,0,0,1,0,0,0,1,,,Laboratory Imaging Equipment Emergency Department,0,0,0,0,0,1,1,0,1,Yes,,,,,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63030321,108b9151-4011-40e5-992a-788ec08f7c22,2020-08-10T15:58:51,,71
2020-08-07T13:22:44.896-00:00,2020-08-10T16:07:58.899-00:00,username not found,HS-Gather-2019-Senegal,8af734cf-a720-4158-bf94-8869919b3650,Poste santé Silmang,,Route de casséte,,Thies,Sénégal,339513419,Public,Moustapha faye,16.026374 -16.486146 0 60,16.026374,-16.486146,0,60,Operational,Only open on weekdays with the same hours every day.,,,,,,,,,,,,,,,,,,,,09h:00-18h00,,Mo-Fr 09h:00-18h00; PH off,,Doctors,Pharmacy Birthing center,0,1,0,0,0,0,0,0,0,0,0,1,,,Ultrasound Laboratory Imaging Equipment,1,0,0,0,0,1,1,0,0,No,,8,0,1,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63031580,7b80559e-29d6-4f6c-b8b3-3d043b2038d8,2020-08-10T16:08:11,,72
2020-08-10T16:48:45.077-00:00,2020-08-10T17:09:33.367-00:00,username not found,HS-Gather-2019-Senegal,47cce5d5-2841-4aa8-bf68-ff63f3c72ca3,Poste de santé silmang,,,Sn,Thies,Sénégal,+22133,Public,Djiby mbodji,14.7687 -16.916549 105.0999984741211 20,14.7687,-16.916549,105.0999984741211,20,,Only open on weekdays with the same hours every day.,,,,,,,,,,,,,,,,,,,,9:00-18:00,,Mo-Fr 9:00-18:00; PH off,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,Public Private,1,1,0,0,,,,,,,vhREqQbVASG9GM2ppszLcE,63039173,bb2784ca-2ddf-4a49-8edb-be19db79c77a,2020-08-10T17:09:45,,73
2020-08-07T14:35:15.275+02:00,2020-08-10T20:42:53.908+02:00,username not found,HS-Gather-2019-Senegal,e749744b-de20-42a5-b9bc-74c43d7d979a,case de santé sare dickel,,saré dickel,,kolda,sénégal,+221774439919,Public,M SADOU BALDE,16.026353 -16.486194 0 20,16.026353,-16.486194,0,20,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,Emergency Department,0,0,0,0,0,0,0,0,1,Yes,,2,0,0,Public,1,0,0,0,Yes,Powered pump,Solar,,,,vhREqQbVASG9GM2ppszLcE,63051807,16f8dc64-ce9d-4f58-9679-bce1a902a433,2020-08-10T18:43:05,,74
2020-08-11T11:22:31.308-00:00,2020-08-11T11:35:32.451-00:00,username not found,HS-Gather-2019-Senegal,3050c7a7-cd9d-404c-be06-a7539852b06b,Service Médecine du Travail de l'Université Assane Seck de Ziguinchor,Université Assane SECK de Ziguinchor,,,Ziguinchor,SENEGAL,,Public,MINISTERE DE LA SANTE,14.696448 -17.462067 0 221587,14.696448,-17.462067,0,221587,Operational,Only open on weekdays with the same hours every day.,,,,,,,,,,,,,,,,,,,,9 h à 16 h,,Mo-Fr 9 h à 16 h; PH off,,Doctors,Doctor Pharmacy,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,No,,4,1,2,Public,1,0,0,0,No,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63117609,0e19cd76-d3c9-4636-8a21-21f450c737eb,2020-08-11T11:35:43,,75
2020-08-04T14:34:11.042-00:00,2020-08-04T14:39:14.295-00:00,username not found,HS-Gather-2019-Senegal,11dbc45a-a733-4480-80f9-77ca14a6def1,Centre medico social de la fonction publique,,,,,,,Public,Agent de l'état,14.665641 -17.434861 68.29999542236328 23.284000396728516,14.665641,-17.434861,68.29999542236328,23.284000396728516,,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday,1,1,1,1,1,0,0,0,,07h 30mn,07h 30mn,07h 30mn,07h 30mn,07h 30mn,,,,Mo 07h 30mn; Tu 07h 30mn; We 07h 30mn; Th 07h 30mn ; Fr 07h 30mn; Sa off; Su off; PH off,,,Mo 07h 30mn; Tu 07h 30mn; We 07h 30mn; Th 07h 30mn ; Fr 07h 30mn; Sa off; Su off; PH off,,Doctors,Doctor Pharmacy Dentist,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,Public,1,0,0,0,,,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63118134,16e2410c-2f62-4162-912f-9250cad49080,2020-08-11T11:42:45,,76
2020-08-11T11:56:37.916-00:00,2020-08-11T11:59:56.975-00:00,username not found,HS-Gather-2019-Senegal,3766c060-33f7-4007-bd1c-40c3b0964f8e,Centre hospitalier national pour enfant Albert Royer,,,12500,Dakar,Sénégal,,Public,Gouvernement,14.692176 -17.464211 48.89999771118164 4.179999828338623,14.692176,-17.464211,48.89999771118164,4.179999828338623,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Hospital Dentist Laboratory Optometry/Ophtalmology Rehabilitation,1,1,1,0,1,0,0,1,1,1,0,0,,,Ultrasound X-Ray Operating Theater Laboratory Imaging Equipment Intensive Care Unit Emergency Department,1,0,1,0,1,1,1,1,1,Yes,,,,,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63119974,d8333a3d-7ffb-41cd-a9cc-aab39150491f,2020-08-11T12:00:11,,77
2020-08-11T11:54:27.994-00:00,2020-08-11T12:00:17.634-00:00,username not found,HS-Gather-2019-Senegal,407a6640-7407-4b83-bf90-02e6a15b7803,Centre de santé Tivaouane,Tivaouane Route Nationale N°2,,BP 01,Tivaouane,Sénégal,+221339551554,Public,Dr Pape I. Camara,14.95402 -16.817672 0 2256,14.95402,-16.817672,0,2256,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Hospital Dentist Laboratory Birthing center,1,1,1,0,1,0,0,1,0,0,0,1,,,Ultrasound Laboratory Emergency Department,1,0,0,0,0,1,0,0,1,Yes,,28,2,7,Public Private,1,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63119992,6cdc63da-c885-43b5-8b14-bb558c71278c,2020-08-11T12:00:29,,78
2020-08-10T13:12:22.616-00:00,2020-08-11T15:45:42.506-00:00,username not found,HS-Gather-2019-Senegal,7a866e36-ae7d-4ace-a2aa-164c3445f655,Polyclinique Louis Pasteur ''La Référence'',+221775022277,"Keury Kao derrière la SENELEC à côté de l'usine GINA en face de la mer, Rufisque, Dakar",BP: 528,Dakar,Sénégal,+221338365959,Private,Docteur Serigne Falilou Samb,14.71168 -17.270401 0 0,14.71168,-17.270401,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Hospital Clinic Physiotherapy Alternative Laboratory Rehabilitation Birthing center,1,0,1,1,0,1,1,1,0,1,0,1,,,Ultrasound MRI Operating Theater Laboratory Imaging Equipment Intensive Care Unit Emergency Department,1,1,0,0,1,1,1,1,1,Yes,,,,,Private,0,1,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63147876,b0747db9-0e82-4087-9336-5fa19bbc020f,2020-08-11T15:46:11,,79
2020-08-12T11:29:17.318-00:00,2020-08-12T12:26:26.561-00:00,username not found,HS-Gather-2019-Senegal,a8d6817f-591e-46d2-98ac-31894c451e5f,Poste de santé de Yéne,,,,Yéne,Sénégal,,Public,État du Sénégal,14.64001 -17.17391 25 8,14.64001,-17.17391,25,8,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,Emergency Department,0,0,0,0,0,0,0,0,1,Yes,,5,0,1,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63243449,e33784f7-ccb6-4cc8-ada4-9b71bac54a1e,2020-08-12T12:30:05,,80
2020-08-12T15:05:13.768-00:00,2020-08-12T22:13:29.331-00:00,username not found,HS-Gather-2019-Senegal,086742c7-c86b-4f68-a090-15e10f391371,District Sanitaire de Séduction,,,,,,,Public,District Sanitaire de Sédhiou,12.70724 -15.560997 0 0,12.70724,-15.560997,0,0,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Hospital,Doctor Pharmacy Laboratory Birthing center,1,1,0,0,0,0,0,1,0,0,0,1,,,Ultrasound X-Ray Laboratory,1,0,1,0,0,1,0,0,0,Yes,,,,,Public,1,0,0,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63261966,885411bf-e336-4770-ab6e-440a3e8a1589,2020-08-12T15:16:59,,81
2020-08-10T20:42:54.164+02:00,2020-08-12T19:17:14.986+02:00,username not found,HS-Gather-2019-Senegal,4a061807-e6b2-4fe0-9fca-2879320b88f3,Poste de santé de dakately,,dakately,,kédougou,Sénégal,+221774196296,Public,M SALIOU WADE,14.867552 -16.817838 0 233642,14.867552,-16.817838,0,233642,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Birthing center,1,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,Yes,,6,0,1,Public,1,0,0,0,Yes,Manual pump,Solar,,,,vhREqQbVASG9GM2ppszLcE,63275393,2d457fa6-d5d1-44e8-a1d2-a17cfd2661d7,2020-08-12T17:17:25,,82
2020-08-12T19:17:15.249+02:00,2020-08-12T19:39:46.717+02:00,username not found,HS-Gather-2019-Senegal,a679dccc-a373-4e82-995c-cc9d0ceb2fd7,cemedra ou centre de malango,,2Km500 de la ville de fatick à coté du bras de mer,,fatick,sénégal,+221339491162,Private,DR ERICK GBODOSSOU,14.867552 -16.817838 0 233642,14.867552,-16.817838,0,233642,Operational,Pick the days of the week open and enter hours for each day,Monday Tuesday Wednesday Thursday Friday Saturday Sunday Public Holidays,1,1,1,1,1,1,1,1,09:00-18:00,09H,09H,09H,09H,09H,09H,09H,09H,Mo 09H; Tu 09H; We 09H; Th 09H; Fr 09H; Sa 09H; Su 09H; PH 09H,,,Mo 09H; Tu 09H; We 09H; Th 09H; Fr 09H; Sa 09H; Su 09H; PH 09H,,Clinic,Doctor Physiotherapy Alternative Laboratory Optometry/Ophtalmology Rehabilitation,1,0,0,0,0,1,1,1,1,1,0,0,,,,,,,,,,,,,No,,20,0,0,None,0,0,1,0,No,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63277461,bfaa7144-df55-4f3c-bb84-8971229271c2,2020-08-12T17:39:57,,83
2020-08-12T20:58:18.748-00:00,2020-08-12T21:00:59.984-00:00,username not found,HS-Gather-2019-Senegal,5f0ce910-4966-40bb-affb-d6afd9e75dbf,Centre de santé de Tambacounda,02,Liberté,61,Tambacounda,Senegal,+221775337011,Public,MSAS,13.779036 -13.67393 49.99208450317383 65,13.779036,-13.67393,49.99208450317383,65,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Dentist Laboratory Birthing center,1,1,0,0,1,0,0,1,0,0,0,1,,,X-Ray Laboratory,0,0,1,0,0,1,0,0,0,Yes,,28,2,7,None,0,0,1,0,Limited,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63298119,2d19911f-c82e-416a-8700-ee9833ac14a4,2020-08-12T21:01:11,,84
2020-08-13T11:03:29.687-00:00,2020-08-13T11:16:06.768-00:00,username not found,HS-Gather-2019-Senegal,d5424ef2-fa30-4a22-a7d0-642e6f68b7b3,poste de santé de sindian,sindian/foussilaye,,,sindian,senegal,339947116,Public,ministere de la santé et de l'action sociale,14.6705 -17.4427 0 45387,14.6705,-17.4427,0,45387,Operational,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Laboratory Birthing center,1,1,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,Yes,,11,0,2,None,0,0,1,0,Yes,Water works,Power grid,,,,vhREqQbVASG9GM2ppszLcE,63352005,a5c0916c-84b3-4ee5-b0cb-1b665161a5cc,2020-08-13T11:16:32,,85
2020-08-13T11:16:07.153-00:00,2020-08-13T11:20:22.101-00:00,username not found,HS-Gather-2019-Senegal,b0da70c4-bfc7-4036-9aa7-88b73e34560d,Poste de Santé de Sindian,,,,,,,,Ministére de la santé et de l'action sociale,14.6705 -17.4427 0 45387,14.6705,-17.4427,0,45387,,"24/7 - All day, every day",,,,,,,,,,,,,,,,,,,,,,24/7,,Doctors,Doctor Pharmacy Laboratory Birthing center,1,1,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,None,0,0,1,0,,,,,,,vhREqQbVASG9GM2ppszLcE,63352517,0afd690e-3e3a-4088-a619-642e243263e8,2020-08-13T11:20:42,,86
