#"idGeo","Facility","type","Ext Ref","Payam","County","State","Deleted","Indicators","Sampled","Pilot Accessible","Pilot Operational","Extension Accessible","Extension Operational","Alternate Names","Location","ACLED Refs"
1541,"Abang PHCU","Primary Health Care Unit","FC04080102","Abang","Yirol West County","Eastern Lakes","",0,0,0,0,0,0,"","6.54871, 30.49203",""
1542,"Ajio PHCU","Primary Health Care Unit","FC01020402","Liwolo","Kajo Keji County","Yei River","",114,1,0,0,0,0,"Ajio, ajio-phcu","0.00000, 0.00000",""
1543,"Ajira PHCU","Primary Health Care Unit","FC01020202","Kangapo 2","Kajo Keji County","Yei River","",114,1,0,0,0,0,"Ajira, ajira-phcu","0.00000, 0.00000",""
1544,"Akoka PHCU","Primary Health Care Unit","FC07130102","Akoka","Akoka County","Eastern Nile","",0,0,0,0,0,0,"akoka-phcu","9.73845, 32.17407",""
1545,"Aruau PHCU","Primary Health Care Unit","FCRAZ0000041","Abiemnom","Abiemnon County","Ruweng","Deleted",0,0,0,0,0,0,"","9.39497, 23.82297",""
1546,"Awilic PHCU","Primary Health Care Unit","FC05010804","Chel South","Aweil Centre County","Aweil","",0,0,0,0,0,0,"","8.78493, 26.87925",""
1547,"Bamurye PHCC","Primary Health Care Centre","FC01020204","Kangapo 2","Kajo Keji County","Yei River","",0,0,0,0,0,0,"bamurye-phcu","4.46600, 31.02200",""
1548,"Billing Hosp","County Hospital","FC04040908","Aduel","Rumbek East County","Western Lakes","",0,0,0,0,0,0,"","6.51361, 29.86474",""
1549,"Boro Boro PHCU","Primary Health Care Unit","FC01020404","Liwolo","Kajo Keji County","Yei River","",228,1,0,0,0,0,"Boro Boro, Boro-boro, boro-boro-phcu","0.00000, 0.00000",""
1550,"EL Jezira PHCU","Primary Health Care Unit","FC09030614","Wau South","Bagari County","Wau","",0,0,0,0,0,0,"","7.60200, 27.86540",""
1551,"Gaderu PHCU","Primary Health Care Unit","FC01020502","Nyepo","Kajo Keji County","Yei River","",0,0,0,0,0,0,"gaderu-phcc","4.46600, 31.02200",""
1552,"Geri PHCU","Primary Health Care Unit","FC01040508","Wudabi","Morobo County","Yei River","",0,0,0,0,0,0,"geri-phcu","4.94530, 31.57260",""
1553,"Gurujo PHCU","Primary Health Care Unit","FC01020208","Kangapo 2","Kajo Keji County","Yei River","",1,0,0,0,0,0,"Guruba PHCU, gurujo-phcu","0.00000, 0.00000",""
1554,"Hailoduko PHCC","Primary Health Care Centre","FC02070208","Mugali","Magwi County","Imatong","",0,0,0,0,0,0,"","4.11500, 32.35610",""
1555,"Isore PHCU","Primary Health Care Unit","FC02070502","Lobone","Magwi County","Imatong","",0,0,0,0,0,0,"","4.11500, 32.35610",""
1556,"Jalimo PHCC","Primary Health Care Centre","FC01020210","Kangapo 2","Kajo Keji County","Yei River","",130,1,0,0,0,0,"Jalimo, jalimo-phcc","0.00000, 0.00000",""
1557,"Jondale PHCU","Primary Health Care Unit","FC01020504","Nyepo","Kajo Keji County","Yei River","",0,0,0,0,0,0,"jondale-phcu","4.46600, 31.02200",""
1558,"Juba Teaching Hosp","Teaching Hospital","FC01010214","Juba Town","Juba County","Jubek","",0,0,0,0,0,0,"","0.00000, 0.00000",""
1559,"Kala 2 PHCU","Primary Health Care Unit","FC01020408","Liwolo","Kajo Keji County","Yei River","",0,0,0,0,0,0,"kala-2-phcu","4.46600, 31.02200",""
1560,"Kangai PHCC","Primary Health Care Centre","FC01020102","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"kangai-phcc","4.46600, 31.02200",""
1561,"Kansuk PHCC","Primary Health Care Centre","FC01020506","Nyepo","Kajo Keji County","Yei River","",0,0,0,0,0,0,"kansuk-phcc","4.46600, 31.02200",""
1562,"Kasurak PHCU","Primary Health Care Unit","FC01020218","Kangapo 2","Kajo Keji County","Yei River","",0,0,0,0,0,0,"kasurak-phcu","4.46600, 31.02200",""
1563,"Katiko Referral Hosp","County Hospital","FCDAW0000005","Machi I","Kapoeta South County","Namorunyang","",0,0,0,0,0,0,"","4.66408, 33.59630",""
1564,"Katiko RH Entered wrongly","County Health Department","FCDAW0000007","Abiemnom","Abiemnon County","Ruweng","Deleted",0,0,0,0,0,0,"","9.39497, 23.82297",""
1565,"Katiko RH Entered Wrongly","County Health Department","FCDAW0000006","Abiemnom","Abiemnon County","Ruweng","Deleted",0,0,0,0,0,0,"","9.39497, 23.82297",""
1566,"Katiko RH Entered wrongly","County Health Department","FCDAW0000004","Abiemnom","Abiemnon County","Ruweng","Deleted",0,0,0,0,0,0,"","9.39497, 23.82297",""
1567,"Keriwa PHCC","Primary Health Care Centre","FC01020410","Liwolo","Kajo Keji County","Yei River","",130,1,0,0,0,0,"Keriwa, keriwa-phcc","0.00000, 0.00000",""
1568,"Kerwa PHCU","Primary Health Care Unit","FC01020412","Liwolo","Kajo Keji County","Yei River","",0,0,0,0,0,0,"","4.46600, 31.02200",""
1569,"Kigwo PHCU","Primary Health Care Unit","FC01020104","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"kigwo-phcu","4.46600, 31.02200",""
1570,"Kinyeba PHCU","Primary Health Care Unit","FC01020220","Kangapo 2","Kajo Keji County","Yei River","",0,0,0,0,0,0,"","4.46600, 31.02200",""
1571,"Kiri PHCU","Primary Health Care Unit","FC01020106","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"kiri-phcu","4.46600, 31.02200",""
1572,"Komoi PHCU","Primary Health Care Unit","FC01030404","Mukaya","Lainya County","Yei River","",0,0,0,0,0,0,"komoi-phcu","4.20394, 30.72065",""
1573,"Kuajena PHCU","Primary Health Care Unit","FC09010308","Kuajieno","Jur River County","Wau","",0,0,0,0,0,0,"","7.29889, 28.38645",""
1574,"Kudaji PHCU","Primary Health Care Unit","FC01020302","Lire","Kajo Keji County","Yei River","",0,0,0,0,0,0,"kudaji-phcu","4.46600, 31.02200",""
1575,"Leikor PHCU","Primary Health Care Unit","FC01020108","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"leikor-phcu","4.46600, 31.02200",""
1576,"Limi 1 PHCU","Primary Health Care Unit","FC01020112","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"","4.46600, 31.02200",""
1577,"Limi PHCU","Primary Health Care Unit","FC01020116","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"limi-phcu","4.46600, 31.02200",""
1578,"Lire PHCC","Primary Health Care Centre","FC01020304","Lire","Kajo Keji County","Yei River","",0,0,0,0,0,0,"lire-phcc","4.46600, 31.02200",""
1579,"Litoba PHCU","Primary Health Care Unit","FC01020118","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"litoba-phcu","4.46600, 31.02200",""
1580,"Logili PHCU","Primary Health Care Unit","FC01020222","Kangapo 2","Kajo Keji County","Yei River","",114,1,0,0,0,0,"logili, logili-phcu","0.00000, 0.00000",""
1581,"Logire H/H PHCU","Primary Health Care Unit","FC02010510","Imotong","Ikotos County","Imatong","",0,0,0,0,0,0,"","4.30740, 33.14120",""
1582,"Lomarati PHCU","Primary Health Care Unit","FC02070508","Lobone","Magwi County","Imatong","",0,0,0,0,0,0,"","4.11500, 32.35610",""
1583,"Lomin PHCU","Primary Health Care Unit","FC01020226","Kangapo 2","Kajo Keji County","Yei River","",0,0,0,0,0,0,"lomin-phcu","4.46600, 31.02200",""
1584,"Longira PHCU","Primary Health Care Unit","FC01020306","Lire","Kajo Keji County","Yei River","",0,0,0,0,0,0,"longira-phcu","4.46600, 31.02200",""
1585,"Lora Kala PHCU","Primary Health Care Unit","FC01020416","Liwolo","Kajo Keji County","Yei River","",114,1,0,0,0,0,"Lora Kala, lora-kala-phcu","0.00000, 0.00000",""
1586,"Lora PHCC","Primary Health Care Centre","FC01030110","Kenyi","Lainya County","Yei River","",0,0,0,0,0,0,"lora-phcc","4.21536, 31.07531",""
1587,"Lori PHCU","Primary Health Care Unit","FC01020508","Nyepo","Kajo Keji County","Yei River","",0,0,0,0,0,0,"lori-phcu","4.46600, 31.02200",""
1588,"Loro PHCU","Primary Health Care Unit","FC01020418","Liwolo","Kajo Keji County","Yei River","",0,0,0,0,0,0,"loro-phcu","4.46600, 31.02200",""
1589,"Maker PHCU (Nasir)","Primary Health Care Unit","FC07060902","Maker","Nasir County","Latjoor","Deleted",0,0,0,0,0,0,"","0.00000, 0.00000",""
1590,"Mangalatore PHCU","Primary Health Care Unit","FC01020420","Liwolo","Kajo Keji County","Yei River","",178,1,0,0,0,0,"Mangalatore, Mangalotore","0.00000, 0.00000",""
1591,"Marial Bai PHCC","Primary Health Care Centre","FCHAK0000002","Unknown Payam In Jur River","Gogrial West County","Gogrial East","Deleted",0,0,0,0,0,0,"","7.83399, 28.04747",""
1592,"Mere PHCU","Primary Health Care Unit","FC01020308","Lire","Kajo Keji County","Yei River","",0,0,0,0,0,0,"mere-phcu","4.46600, 31.02200",""
1593,"Mogiri (Kajo Keji) PHCU","Primary Health Care Unit","FC01020310","Lire","Kajo Keji County","Yei River","",0,0,0,0,0,0,"mogiri-phcu-kajo-keji-","4.46600, 31.02200",""
1594,"Mogiri PHCU","Primary Health Care Unit","FC01010410","Lobonok","Juba County","Jubek","",2,0,0,0,0,0,"","0.00000, 0.00000",""
1595,"Moijo PHCU","Primary Health Care Unit","FC01020120","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"moijo-phcu","4.46600, 31.02200",""
1596,"Mondikolok PHCU","Primary Health Care Unit","FC01020312","Lire","Kajo Keji County","Yei River","",114,1,0,0,0,0,"Mondikolok, mondikolok-phcu","0.00000, 0.00000",""
1597,"Morobo PHCC","Primary Health Care Centre","FC01040104","Gulumbi","Morobo County","Yei River","",0,0,0,0,0,0,"morobo-phcc","4.94530, 31.57260",""
1598,"Nyang PHCC","Primary Health Care Centre","FC04030918","Malek","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"","6.78124, 29.60896",""
1599,"Operation Nemea PHCC","Primary Health Care Centre","FC02070414","Pageri","Magwi County","Imatong","",0,0,0,0,0,0,"","4.11500, 32.35610",""
1600,"Panyakwawa PHCC","Primary Health Care Centre","FC02070712","Unknown Payam In Magwi","Magwi County","Imatong","",0,0,0,0,0,0,"","4.08070, 32.38900",""
1601,"Ramula PHCU","Primary Health Care Unit","FC02010308","Lomohidang South","Ikotos County","Imatong","",0,0,0,0,0,0,"","4.15715, 33.16935",""
1602,"Rodo PHCU","Primary Health Care Unit","FC01020512","Nyepo","Kajo Keji County","Yei River","",0,0,0,0,0,0,"rodo-phcu","4.46600, 31.02200",""
1603,"Romogi PHCU","Primary Health Care Unit","FC01020314","Lire","Kajo Keji County","Yei River","",114,1,0,0,0,0,"romogi, romogi-phcu","0.00000, 0.00000",""
1604,"Rungeta PHCU","Primary Health Care Unit","FC01020422","Liwolo","Kajo Keji County","Yei River","",114,1,0,0,0,0,"Rungeta, rungeta-phcu","0.00000, 0.00000",""
1605,"Saregoro PHCU","Primary Health Care Unit","FC01020124","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"saregoro-phcu","4.46600, 31.02200",""
1606,"Sera Jale PHCU","Primary Health Care Unit","FC01020126","Kangapo 1","Kajo Keji County","Yei River","",0,0,0,0,0,0,"sera-jale-phcu","4.46600, 31.02200",""
1607,"Sokare PHCC","Primary Health Care Centre","FC01020424","Liwolo","Kajo Keji County","Yei River","",130,1,0,0,0,0,"Sokare, sokare-phcc","0.00000, 0.00000",""
1608,"St Bakhita PHCC","Primary Health Care Centre","FC01060524","Yei Town","Yei County","Yei River","",130,1,0,0,1,1,"st-bakhita-phcc","4.09023, 30.68928",""
1609,"Wau Military Hosp","Other","FC09030516","Wau North","Bagari County","Wau","",0,0,0,0,0,0,"","7.72044, 27.98908",""
1610,"Wau PHCU","Primary Health Care Unit","FC03110316","Wau","Ayod County","Western Bieh","",0,0,0,0,0,0,"wau-phcu","7.99283, 28.30194",""
1611,"Wudabi PHCU","Primary Health Care Unit","FC01040306","Lujule","Morobo County","Yei River","",0,0,0,0,0,0,"","4.94530, 31.57260",""
1612,"Wurta PHCU","Primary Health Care Unit","FC01020230","Kangapo 2","Kajo Keji County","Yei River","",0,0,0,0,0,0,"wurta-phcu","4.46600, 31.02200",""
1613,"Abalwa PHCU","Primary Health Care Unit","FC02080502","Torit","Torit County","Imatong","",0,0,0,0,0,0,"","4.40957, 32.56960",""
1614,"Abiei Ajok PHCU","Primary Health Care Unit","FC04030402","Jiir","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"","6.68009, 29.73619",""
1615,"Aboroto/Udabi PHCC","Primary Health Care Centre","FC01040502","Abiemnom","Abiemnon County","Ruweng","",0,0,0,0,0,0,"","9.39497, 23.82297",""
1616,"Abuong-Keu PHCU","Primary Health Care Unit","FC04080302","Anuol","Yirol West County","Eastern Lakes","",0,0,0,0,0,0,"","6.13517, 30.02052",""
1617,"Abyei Chok PHCU","Primary Health Care Unit","FC05030302","Malual East","Aweil North County","Lol","",0,0,0,0,0,0,"abyei-chok-phcu","9.13579, 27.25814",""
1618,"Achake PHCU","Primary Health Care Unit","FC07020302","Lul","Kodok County","Western Nile","",0,0,0,0,0,0,"achake-phcu","9.72843, 31.85898",""
1619,"Acigor PHCU","Primary Health Care Unit","FC04030902","Malek","Rumbek Centre County","Western Lakes","Deleted",0,0,0,0,0,0,"","6.78124, 29.60896",""
1620,"Agaal Dit PHCU","Primary Health Care Unit","FC08030302","Akon South","Gogrial West County","Gogrial East","",0,0,0,0,0,0,"","8.73752, 28.18544",""
1621,"Agaigai PHCU","Primary Health Care Unit","FC08020402","Toch East","Gogrial East County","Gogrial East","",0,0,0,0,0,0,"","8.47863, 28.52989",""
1622,"Agangrial PHCC","Primary Health Care Centre","FC04020702","Abiemnom","Abiemnon County","Ruweng","",0,0,0,0,0,0,"","9.39497, 23.82297",""
1623,"Agarkueth PHCU","Primary Health Care Unit","FC04010402","Dor","Awerial County","Eastern Lakes","",0,0,0,0,0,0,"","6.05065, 31.28618",""
1624,"Agok Hospital","Primary Health Care Centre","FC09030602","Wau South","Bagari County","Wau","",0,0,0,0,0,0,"","7.60200, 27.86540",""
1625,"Agur PHCU","Primary Health Care Unit","FC09010302","Kuajieno","Jur River County","Wau","",0,0,0,0,0,0,"","7.29889, 28.38645",""
1626,"Ajak PHCU","Primary Health Care Unit","FC05040102","Ayai","Aweil South County","Aweil","",0,0,0,0,0,0,"","8.78446, 27.66911",""
1627,"Ajok PHCU","Primary Health Care Unit","FC03020402","Jalle","Bor County","Jonglei","",117,1,0,0,1,1,"","9.10678, 26.67925",""
1628,"Akayiec PHCU","Primary Health Care Unit","FC03020202","Baidit","Bor County","Jonglei","",0,0,0,0,0,0,"","6.40943, 31.57433",""
1629,"Akiar PHCU","Primary Health Care Unit","FC08040302","Palal","Tonj East County","Tonj State","",0,0,0,0,0,0,"","7.68594, 28.91353",""
1630,"Akotweng PHCU","Primary Health Care Unit","FC07130202","Akotweng","Akotweng County","Eastern Nile","",0,0,0,0,0,0,"","9.97500, 32.38300",""
1631,"Akuach PHCU","Primary Health Care Unit","FC04030406","Jiir","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"","6.68009, 29.73619",""
1632,"Akuak Malual PHCU","Primary Health Care Unit","FC05030502","Malual West","Aweil North County","Lol","Deleted",0,0,0,0,0,0,"","9.11150, 26.69669",""
1633,"Akuak Rak PHCU","Primary Health Care Unit","FC05051204","Ayat West","Aweil West County","Lol","",0,0,0,0,0,0,"","8.77200, 27.31380",""
1634,"Akuakoc PHCU","Primary Health Care Unit","FC05030402","Malual North","Aweil North County","Lol","",0,0,0,0,0,0,"","9.18038, 26.94401",""
1635,"Akuangkar PHCU","Primary Health Care Unit","FC05010802","Chel South","Aweil Centre County","Aweil","",235,1,0,0,1,1,"Akuang koc PHCU, akuangkar-phcu, Akuangker, Akuangkou PHCU","9.03215, 26.44767",""
1636,"Akurbiok PHCU","Primary Health Care Unit","FC08050702","Manalor","Tonj North County","Tonj State","",114,1,0,0,0,1,"Akurbiok","8.09055, 28.45723",""
1637,"Lula Emma","Primary Health Care Unit","FC03040202","Alam","Pigi County","Eastern Nile","",0,0,0,0,0,0,"Alam, Lam","6.32890, 29.91121","Hey,\r\n\r\nAs a marketer you are probably aware of the fact that co"
1638,"Alel PHCU","Primary Health Care Unit","FC07070402","Dhethim","Panyikang County","Western Nile","",114,1,0,0,0,0,"Alel","0.00000, 0.00000",""
1639,"Amar Jal PHCU","Primary Health Care Unit","FC05020202","Madhol","Aweil East County","Aweil East","",0,0,0,0,0,0,"","9.21523, 27.70168",""
1640,"Ameth Akok PHCU","Primary Health Care Unit","FC05020204","Madhol","Aweil East County","Aweil East","Deleted",0,0,0,0,0,0,"ameth-akok-phcu","9.21523, 27.70168",""
1641,"Amethic PHCU","Primary Health Care Unit","FC04070702","Yali","Yirol East County","Eastern Lakes","",0,0,0,0,0,0,"","6.68713, 30.46429",""
1642,"Amiel PHCU","Primary Health Care Unit","FC03030502","Dongchalk","Duk County","Jonglei","",2,0,0,0,0,0,"Amith phcu","0.00000, 0.00000",""
1643,"Arek PHCU","Primary Health Care Unit","FC03020302","Bor Town","Bor County","Jonglei","",116,1,0,0,1,1,"","6.23367, 31.55293",""
1644,"Aruomnyiel PHCU","Primary Health Care Unit","FC04070704","Yali","Yirol East County","Eastern Lakes","",0,0,0,0,0,0,"","6.68713, 30.46429",""
1645,"Atuct PHCU","Primary Health Care Unit","FC05020306","Malual Baai","Aweil East County","Aweil East","",116,1,0,0,1,1,"atuct-phcu, Atuet PHCU","8.99378, 27.75636",""
1646,"Aweil Civil Hosp","County Hospital","FC05011002","Mariem East","Aweil West County","Lol","",0,0,0,0,0,0,"","8.82873, 27.30246",""
1647,"Aweil Mil Hosp","County Hospital","FC05011004","Mariem East","Aweil West County","Lol","",0,0,0,0,0,0,"","8.82873, 27.30246",""
1648,"Aweil Police Hosp","County Hospital","FC05011006","Mariem East","Aweil West County","Lol","",0,0,0,0,0,0,"","8.82873, 27.30246",""
1649,"Ayai PHCU (Aweil N)","Primary Health Care Unit","FC05030404","Malual North","Aweil North County","Lol","",0,0,0,0,0,0,"","9.18038, 26.94401",""
1650,"Ayod Hosp","County Hospital","FC03110602","Ayod","Ayod County","Western Bieh","",0,0,0,0,0,0,"","8.12424, 31.41063",""
1651,"Babadi PHCU","Primary Health Care Unit","FC10020202","Madebe","Ibba County","Maridi","",0,0,0,0,0,0,"","4.79933, 29.05277",""
1652,"Bakiwiri PHCU","Primary Health Care Unit","FC10090202","Gangura","Yambio County","Gbudwe","",116,1,0,0,1,1,"bakiwiri-phcu","4.53759, 28.33341",""
1653,"Bambu PHCU (S Yuba)","Primary Health Care Unit","FC10080304","S/Yubu","Tambura County","Gbudwe","",3,0,0,0,0,0,"Yuba phcu","0.00000, 0.00000",""
1654,"Bar Mayen CHD","County Health Department","FC05010604","Barmayen","Aweil Centre County","Aweil","",26,1,0,0,1,1,"barmayen","8.35926, 27.61569",""
1655,"Bar-Aliap PHCU","Primary Health Care Unit","FC04040906","Aduel","Rumbek East County","Western Lakes","Deleted",0,0,0,0,0,0,"","6.51361, 29.86474",""
1656,"Batheng PHCU","Primary Health Care Unit","FC03030202","Duk-Payuel","Duk County","Jonglei","",0,0,0,0,0,0,"","7.46385, 31.38117",""
1657,"Bau PHCU","Primary Health Care Unit","FC05010606","Barmayen","Aweil Centre County","Aweil","",0,0,0,0,0,0,"bau-phcu","8.39304, 27.57095",""
1658,"Bentiu Chinese Hosp","County Hospital","FC06090202","Bentiu Town","Rubkona County","Northern Liech","",0,0,0,0,0,0,"","9.16666, 29.76707",""
1659,"Biel Chir PHCU","Primary Health Care Unit","FC06090402","Nhialdiu","Rubkona County","Northern Liech","",0,0,0,0,0,0,"","9.02877, 29.68207",""
1660,"Birisi PHCU","Primary Health Care Unit","FC10090204","Gangura","Yambio County","Gbudwe","",114,1,0,0,1,0,"birisi-phcu","0.00000, 0.00000","1668745; 1618185"
1661,"Boma PHCU","Primary Health Care Unit","FC03070504","Boma","Pibor County","Boma","",0,0,0,0,0,0,"","6.80450, 33.12890",""
1662,"Bongo PHCU","Primary Health Care Unit","FC03020206","Baidit","Bor County","Jonglei","",0,0,0,0,0,0,"","6.40943, 31.57433",""
1663,"Botoi PHCU","Primary Health Care Unit","FC04080104","Abang","Yirol West County","Eastern Lakes","",119,1,0,0,1,1,"Betoi","6.63673, 30.68788",""
1664,"Bugaya PHCU","Primary Health Care Unit","FC07030204","Banishiew","Maban County","Eastern Nile","",118,1,0,0,1,1,"Bugaya, bugaya-phcu","9.95544, 33.69238",""
1665,"Bullic PHCU","Primary Health Care Unit","FC08020406","Toch East","Gogrial East County","Gogrial East","",0,0,0,0,0,0,"","8.47863, 28.52989",""
1666,"Buny PHCC","Primary Health Care Centre","FC07030406","Boung","Maban County","Eastern Nile","",0,0,0,0,0,0,"","9.96540, 33.80712",""
1667,"Bur Bari PHCU","Primary Health Care Unit","FC02080102","Bur","Torit County","Imatong","",0,0,0,0,0,0,"","4.55988, 32.59462",""
1668,"Chaleek PHCU","Primary Health Care Unit","FC05030104","Ariath","Aweil North County","Lol","",0,0,0,0,0,0,"","9.13308, 27.15974",""
1669,"Chelcou PHCU","Primary Health Care Unit","FC05051504","Guom Juer West","Aweil West County","Lol","",0,0,0,0,0,0,"chelcou-phcu","8.77200, 27.31380",""
1670,"Chiban PHCU","Primary Health Care Unit","FC03010304","Nyandit","Akobo County","Eastern Bieh","",0,0,0,0,0,0,"","7.67821, 32.77773",""
1671,"Chotchar PHCU","Primary Health Care Unit","FC06090404","Nhialdiu","Rubkona County","Northern Liech","",0,0,0,0,0,0,"","9.02877, 29.68207",""
1672,"Chuolmabuai PHCU","Primary Health Care Unit","FC03110302","Wau","Ayod County","Western Bieh","",0,0,0,0,0,0,"","7.99283, 28.30194",""
1673,"Churi PHCC","Primary Health Care Centre","FC03070506","Boma","Pibor County","Boma","",0,0,0,0,0,0,"","6.80450, 33.12890",""
1674,"Chuuk PHCU","Primary Health Care Unit","FC06070202","Ganyliel","Panyijar County","Southern Liech","",0,0,0,0,0,0,"chuuk-phcu","7.36197, 30.43959",""
1675,"Cuei-magon PHCU","Primary Health Care Unit","FC03020104","Anyidi","Bor County","Jonglei","",0,0,0,0,0,0,"","6.19270, 31.76354",""
1676,"Cum-Cok PHCU","Primary Health Care Unit","FC04030802","Unknown Payam In Rumbek Central","Rumbek Centre County","Western Lakes","",0,0,0,0,0,0,"","6.80786, 29.67283",""
1677,"Dakawan PHCU","Primary Health Care Unit","FC03030302","Panyang","Abiemnon County","Ruweng","",0,0,0,0,0,0,"","7.71625, 31.68965",""
1678,"Daktek PHCU","Primary Health Care Unit","FC03080302","Burator","Pochalla County","Boma","",0,0,0,0,0,0,"","7.37512, 34.01928",""
1679,"Dari PHCU (Tijor)","Primary Health Care Unit","FC01011404","Tijor","Juba County","Jubek","",0,0,0,0,0,0,"","5.14453, 31.25092",""
1680,"Dengjok PHCU","Primary Health Care Unit","FC03010202","Dengjok","Akobo County","Eastern Bieh","",0,0,0,0,0,0,"","8.34879, 31.92948",""
1681,"Detwok PHCU","Primary Health Care Unit","FC07020204","Kodok","Kodok County","Western Nile","",0,0,0,0,0,0,"detwok-phcu","9.84420, 32.00630",""
1682,"Diror PHCU","Primary Health Care Unit","FC03010502","Diror","Akobo County","Eastern Bieh","",93,1,0,0,1,1,"diror-phcu","8.11680, 32.33127",""
1683,"Don Bosco PHCC","Primary Health Care Centre","FC08060404","Tonj","Tonj South County","Tonj State","",3,0,0,0,0,0,"Don Bosco Mission Hospital, don-bosco-phcc","0.00000, 0.00000",""
1684,"Dong PHCU Outreach","Other","FC03090302","Lith","Twic East County","Jonglei","",118,1,0,0,0,1,"Dong, Dong phcu","7.03508, 31.33775",""
1685,"Dongdeng PHCU","Primary Health Care Unit","FC07080406","Chamade","Renk County","Eastern Nile","",0,0,0,0,0,0,"","11.59105, 33.19030",""
1686,"Dorok PHCU","Primary Health Care Unit","FC03030110","Duk Padiet","Duk County","Jonglei","",115,1,0,0,1,1,"Dorok primary Health care unit, dorok-phcu","7.75817, 31.30020",""
1687,"Duk Padiet PHCC","Primary Health Care Centre","FC03030112","Duk Padiet","Duk County","Jonglei","",0,0,0,0,0,0,"duk-padiet-phcu","7.71040, 31.34408",""
1688,"Duk Padiet PHCU","Primary Health Care Unit","FC03030114","Duk Padiet","Duk County","Jonglei","",0,0,0,0,0,0,"","7.71040, 31.34408",""
1689,"Dunony PHCU","Primary Health Care Unit","FC03030402","Pagaak","Duk County","Jonglei","",0,0,0,0,0,0,"","7.58710, 31.36260",""
1690,"Duony PHCU","Primary Health Care Unit","FC04020502","Duony","Cueibet County","Gok","",0,0,0,0,0,0,"","6.96353, 29.38002",""
1691,"Dura PHCU","Primary Health Care Unit","FC07120102","Ulang","Ulang County","Latjoor","",0,0,0,0,0,0,"","8.79500, 33.59600",""
1692,"Fango PHCU","Primary Health Care Unit","FC09030206","Besselia","Bagari County","Wau","",0,0,0,0,0,0,"","7.74982, 27.63635",""
1693,"Fongo Nuer PHCU","Primary Health Care Unit","FC09030208","Besselia","Bagari County","Wau","",0,0,0,0,0,0,"","7.74982, 27.63635",""
1694,"Gadiang PHCU","Primary Health Care Unit","FC03030206","Duk-Payuel","Duk County","Jonglei","",0,0,0,0,0,0,"","7.46385, 31.38117",""
1695,"Geri PHCC","Primary Health Care Centre","FC01040506","Abiemnom","Abiemnon County","Ruweng","",0,0,0,0,0,0,"","9.39497, 23.82297",""
1696,"Gete Rejiel PHCU","Primary Health Care Unit","FC09020304","Raga","Raga County","Lol","",0,0,0,0,0,0,"","8.47583, 25.55363",""
1697,"Global PHCU","Primary Health Care Unit","FC07100204","Malakal Central","Malakal County","Eastern Nile","",0,0,0,0,0,0,"","9.52741, 31.65685",""
1698,"Globany PHCU","Primary Health Care Unit","FC07020102","Kodok","Kodok County","Western Nile","",0,0,0,0,0,0,"","9.95993, 32.15362",""
1699,"Goja PHCU","Primary Health Care Unit","FC01060404","wotogo","Yei County","Yei River","",172,1,0,0,1,1,"goj, Goja, Goja phcu, goja-phcu","4.08343, 30.66856",""
1700,"Gordim Hosp","County Hospital","FC05020308","Malual Baai","Aweil East County","Aweil East","",134,1,0,0,1,1,"Gordhim PHCC","8.98741, 27.59321",""
1701,"Gosinga PHCU","Primary Health Care Unit","FC09020306","Raga","Raga County","Lol","",0,0,0,0,0,0,"","8.47583, 25.55363",""
1702,"Grinti PHCU","Primary Health Care Unit","FC09030502","Wau North","Bagari County","Wau","",0,0,0,0,0,0,"","7.72044, 27.98908",""
1703,"Gul PHCU","Primary Health Care Unit","FC03110304","Wau","Ayod County","Western Bieh","",0,0,0,0,0,0,"","7.99283, 28.30194",""
1704,"Gunyoro PHCU","Primary Health Care Unit","FC02080302","Ifwotu isaloro","Torit County","Imatong","",0,0,0,0,0,0,"","4.28474, 32.51178",""
1705,"Haat PHCU","Primary Health Care Unit","FC03110402","Kurwuai","Ayod County","Western Bieh","",0,0,0,0,0,0,"","7.95600, 31.43967",""
1706,"Hai Saha PHCC","Primary Health Care Centre","FC07100206","Malakal Central","Malakal County","Eastern Nile","",0,0,0,0,0,0,"","9.52741, 31.65685",""
1707,"Hai Sujun PHCU","Primary Health Care Unit","FC02080506","Torit","Torit County","Imatong","",0,0,0,0,0,0,"","4.40957, 32.56960",""
1708,"Hai-Machuor PHCU","Primary Health Care Unit","FC03020308","Bor Town","Bor County","Jonglei","",0,0,0,0,0,0,"","6.49969, 31.04910",""
1709,"Haykur PHCU","Primary Health Care Unit","FC06070402","Pachar","Panyijar County","Southern Liech","",0,0,0,0,0,0,"","7.39095, 30.43294",""
